,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
24,행동,착용,체온,지속,재해,수단,메시지,인공지능,배치,개인_맞춤,위생,공정,로봇,음성,운동,출부,기체_상부,기체,배출_배,향상
25,자기_소개서,진학,과거,학생,활용,이력서,에러,취업,존재,골_연령,한국인,진단,도출,출고,주문자,향상,지부,인종,심층_신경망,지신
26,수집,생성,장치,저장,사용,서버,이용,단계,수신,관리,방법,기반,부,결과,분석,수행,처리,추출,서비스,기초
27,구매,사용_자단,방문,고유_식별,상품,전환,말,히스토리,식별자,데,말기,검색,전체,딥_러닝,검증,시설물,인공지능,매출,요인,관계
28,배송,주문,만족도,사이,판매,과정,크롤러,구매,농장,성립,동기,소비자,사업,웹,레이아웃,매장,자아,래퍼,레스토랑,성능
29,익명_개인,익명,구별,변환_변환,장부,개인,카운트,사각형,닝,틸팅,지붕,루프,루프_프레임,날,그늘,개부,실외,모서리,내측,하측
30,설비,에너지,빌딩,시계열,모듈,클라우드,정비,능동,수단,포장기,경량,교육,산_출부,블루투스,필터,예지,치수,연계,활용,보험_사
31,관계,라우터,유도관,파킹,융합_주차,뷰어,부가,뷰,공개,계좌,체열,화장품,축척,주변,주차장,금,유대,게이트웨이,변화,상품
32,마스터_노드,기본,상황,분할,이상_징후,골퍼,골프장,골프,진행,식물_재배,전형,식자재,중소형,음식점,저하,냉방,적재,감소,택배,전이
33,요소,표준,분산_파일,기상청,모델링,반영,트렌드,측정값,상황,설비_작동,재해,화재,기상,색상,연속,실내,연기,실행,사항,손실
34,촬영_영상,객체,촬영,실마리,클라우드_수퍼,촬영_조건,구동,고도_지능,자_주식,컴퓨팅,사람,주식,카메라,배경,전달,공간,초월,초과,텍스트,개발
35,터부,추산,범죄_위험,항목,실시,상대,처방,범죄,부가,절대,전원,진료_기록,운전,조합,기대,홈페이지,고려,의의,공간,알고리즘
36,성향,단말기,등록,원,상호,소셜_네트워크,추천,후보,공학,다수,증대,경험,활용,메타,외국어_학습,노출,한눈,구성원,온라인,약물
37,편리,에너지_소비,에너지_소모량,특성_팩터,대상_건물,외기,에너지_소비량,추정,시뮬레이션,온도,시간_간격,보간법,영향,테이블,일치,조건,수개,내부,선형,플랫폼
38,메모_리부,라벨,대역폭,의거,횟수,최소,품질_평가,세대,나머지,탐_지부,터널,테일,유형,어플리케이션_프로그램,동작_모드,한국어,표본,비량,낭,맞춤법
39,모니,사회,거래,필터,지식_재산,부품,소득,다운로드,시기,생애,약자,항공,참관,바이어,박람회,니즈,사이버_표적,칼,일실_시예,복지_서비스
40,감시,모듈,설치,차량,활용,동시,전체,내부,개별,확보,과정,상황,뿐,자동,이미지,방지,제조,다수,체계,기능
41,전처_리부,신용_평가,정제_운행,사상,뱅킹,정제,동의,운행_기록,뉴스,소셜_네트워크,마이닝,가중,근거,원본,로우,보완,개인,통계,시나리오,균형
42,카테고리,입출력,크라,주,펀딩,우드,용,네트,어로,컨셉_넷,타국,어가,웍,주제,합산,호감,담보,포인트,골격,반영
43,센싱,검증,검색,설치,기준,결제,클러스터,신부,비율,시간,성부,매핑,회원,복수_개,자동,조회,근거,업체,농도,형태
44,의료_영상,계통,특징,발전량,전력,시간_간격,진단,토픽,스트림,환자,클라우드,열차,반응,계수,누적,적용,소팅,용해로,고주파,용해
45,정확,유전체,대부분,연구,계층,요구_사항,개인_유전체,변이,연구원,현실,수퍼_컴,아카데미,의학,맞춤_의학,마하,재현,안출,한국,아,공용
46,특성,고려,가상,추천,원,반영,대용량,추론,여행,맞춤,편의,알고리즘,사고,지도,상품,적용,시뮬레이션,부하,업무,성부
47,블로그,정성,정량,콘텐츠,극복,차,공장,사이트,스케줄링,계측,생산_공정,응용,공정,변경,스케줄,포스트,궁극,성형,장부,계장
48,분배,안정,스토리지,병렬_처리,병목,일실_시예,멀티,고속,양질,공급자,대량,속도_향상,기준,때,회사,마이닝,웰_니스,관광_상품,정상_작동,소유
49,원인,후속,무기,군수,도출,클라우드,제시,결함,니지,디지털_사이,체계,계획,발견,강화,운용,개발,대용량,송출,송전,인덱싱
