,issueDate,patentTitle,abstract,patentNumber,applicants,ipcInfo
0,20190131,IoT 디바이스 페어링 방법,"본 발명의 실시예에 따른 IoT 디바이스 페어링 방법은, IoT 플랫폼 내에서 링크된 디바이스를 나타낼 수 있는 등록 절차를 제공한다.이를 위해, 새로운 속성 또는 새로운 리소스 유형을 도입하여, 두 개의 리소스들을 링크시킨다.이에, 페어링 된 디바이스 ID와 함께 측정 데이터를 전송한다.",10-2014-0063240,"전자부품연구원,세종대학교산학협력단",H04L-012/12
0,20200724,IoT 콘센트를 이용한 전원 제어 시스템,"본 발명은 스마트폰의 앱(app)을 이용하여 사용하고자 하는 콘센트의 QR 코드를 인식한 후 서버로 QR 정보와 사용자 정보를 포함하는 사용 요청 메시지를 전송하면, 서버는 콘센트 고유의 정보를 이용하여 내부 승인절차를 거쳐 스마트폰으로 사용 승인 메시지를 전송하고, IoT 콘센트는 근거리 통신을 이용하여 스마트폰으로부터 사용 승인 메시지를 수신하면, OFF 상태에 있는 전원을 ON 상태로 전환시켜 전원 공급을 활성화시키고, 사용자의 포인트를 차감시켜 요금을 부과할 수 있는 IoT 콘센트를 이용한 전원 제어 시스템을 제공한다.",10-2020-0040739,주식회사 주빅스,"H01R-013/66,G06Q-050/10,H01R-013/10"
0,20200702,IoT 융복합 재난 및 재해 방송 시스템,"실시예는 IoT 융복합 재난 및 재해 방송 시스템에 관한 것이다.  구체적으로, 이러한 시스템은 구내에 설치되어 다수의 방송신호를 수신하여 우선순위를 설정해서 출력하는 방송 시스템에 있어서, 상기 방송 시스템에서 재난/재해 방송신호에 대해서도 우선순위를 설정하여 출력할 수 있도록 재난/재해 문자신호를 수신하여 오디오신호로 변환해서 방송신호로서 제공하는 단말유닛을 포함한다.  이러한 상태에서, 상기 단말유닛은 상기 구내 주변환경정보를 감지하는 센서를 적어도 어느 하나 이상 포함된 센서부와, 상기 센서부의 감지결과에 따라 구내 주변환경을 감시하여 방송신호로서 제공하고, 상기 재난/재해 문자신호를 수신하여 오디오신호로 변환해서 방송신호로서 제공하는 PLC 컨트롤러를 포함하고 있다.  그리고, 이러한 경우 상기 PLC 컨트롤러는 PLC 자체에 전원을 공급하는 전원 모듈과, 상기 센서부의 아날로그 구내 주변환경정보를 디지털로 변환하는 A/D 모듈, 디지털 유닛의 디지털정보를 아날로그로 변환하는 D/A 모듈, 상기 센서부의 디지털 구내 주변환경정보를 입력받는 D/I 모듈, 상기 디지털 구내 주변환경정보를 포함한 디지털 정보를 해당되는 미리 등록된 제어대상으로 출력하는 D/O 모듈, 상기 재난/재해 문자신호를 수신하고, 자체 TTS엔진을 구비하여 상기 재난/재해 문자신호를 상기 TTS엔진에 의해 오디오 신호로 변환해서 IoT데이터로 상기 방송 시스템에 방송신호로서 제공하는 IoT 모듈 및 상기 각 모듈을 제어하는 CPU 모듈을 포함하는 것을 특징으로 한다.  따라서, 이를 통해 기존에 설치된 방송 시스템의 방송신호보다 먼저 출력할 수 있도록 하여 재난 또는 재해상황 발생 시 선순위로 위급상황을 출력하여 즉각적으로 대처한다.  그리고, 또한 설치된 장소에 맞는 재난 및 재해상황을 전파하고, 구내의 주변환경이 이상한 경우 방송 시스템을 통해 안내한다.",10-2020-0037506,정병석,"H04H-020/59,G08B-027/00,G10L-013/08,G10L-021/02,H04H-020/47,H04H-020/61"
0,20200703,IoT 기능을 탑재한 소화 장치,"본 발명은 IoT 기능을 탑재한 소화 장치에 관한 것으로, 내부에 소화용 물질을 포함하여 형성되고 인근의 화기 또는 열에 노출되면 상기 소화용 물질을 자동 분출시키는 소화용 튜브 용기, 상기 소화용 튜브 용기의 일단을 지지하여 고정시키는 용기 고정부 및 상기 용기 고정부와 분리 결합되고 상기 소화용 튜브 용기의 상태를 수집하면서 화재 예방 및 감지를 위한 모니터링 정보를 생성하는 화재 모니터기를 포함한다. 따라서, 본 발명은 소화용 튜브 용기의 상태를 모니터링하여 상태 변화에 관한 알림을 네트워크를 통해 제공할 수 있다.",10-2020-0013074,(주)일선시스템,"G08B-021/18,G08B-021/02,H02J-007/00"
0,20200527,IOT 기반의 수소가스흡입기,"본 발명은 수소가스흡입기에 관한 것으로, 수소가스발생모듈, 흡입기구, 산소가스배출부, 장치본체와, 정제수저장탱크와, 정제수급수탱크와, 산소탱크와, 정제수공급모듈과, 제어모듈, 통신모듈, 전원부를 포함하여 구성되며, 상기 수소가스발생모듈에 각각 연결되는 산소가스배출라인 및 수소가스배출라인에 수분제거 및 수분회수 목적의 데미스터를 포함하는 구성으로 기기사용 중 안전사고예방뿐 만 아니라 수소가스 흡입과정에서 발생할 수 있는 사용자의 수분흡입을 방지할 수 있는 IOT 기반의 수소가스흡입기에 관한 것이다.",10-2019-0169038,유인수,"A61M-015/02,A61M-015/00,A61M-016/00,C25B-001/04,C25B-015/00,C25B-015/02,C25B-015/08,G16H-020/13"
0,20200514,IoT 능동형 도로표지 시스템,"본 발명은 IoT 능동형 도로표지 시스템에 관한 것으로, 본 발명의 일 실시예에 따른 도표표지 시스템은, 도로에 설치되며 운전자에게 정보를 전달하기 위해 설치된 하나 이상의 표지판; 상기 하나 이상의 표지판의 상태 정보를 수신하는 서버; 및 상기 서버에 접속하여 상기 하나 이상의 표지판의 상태 정보를 확인하기 위한 단말기를 포함하고, 상기 하나 이상의 표지판은, 공급된 전원으로 상기 표지판의 정보가 표시된 일면이 발광되도록 빛을 조사하는 발광부; 상기 발광부에 전원을 공급하는 배터리; 상기 배터리를 충전하기 위한 전원공급부; 상기 발광부의 상태, 온도 및 습도 중 어느 하나 이상의 정보를 측정하는 센서부; 및 상기 센서부에서 측정된 정보를 상기 서버로 전송하는 통신부를 포함할 수 있다. 본 발명에 의하면, 도로표지 시스템의 발광부가 정상 동작하는지 여부를 원격에서 확인할 수 있어, 다수의 표지판에 대해 관리할 수 있는 효과가 있다.",10-2019-0158497,"주식회사 산흥이지,김진화","G08G-001/09,G06Q-050/30,G09F-009/30"
0,20200909,IOT 기반 시설물 관리 시스템,"본 발명은 IOT 기반 시설물 관리 시스템에 관한 것으로, 더욱 상세하게는 시설물 관리 대상인 건물에 설치된 복수의 IOT 센싱 장치로부터 획득한 IOT 센싱 데이터와 건물의 BIM데이터를 연계하여 빅데이터 분석을 수행하고 분석결과를 사용자단말기로 전송해주어 사용자가 효율적으로 시설물을 관리할 수 있는 IOT 기반 시설물 관리 시스템에 관한 것이다.",10-2019-0146545,한국건설기술연구원,"G06Q-050/10,G06F-008/38"
0,20200305,IOT 감지통제장치,"IOT 감지통제장치에 관한 것이며, IOT 감지통제장치는, 건물에 대하여 설치된 복수의 IOT 센서에 의해 센싱된 센싱 신호를 획득하는 획득부; 상기 획득된 센싱 신호의 분석을 통해 이벤트 발생을 감지하는 감지부; 및 상기 이벤트 발생이 감지된 경우, 상기 이벤트 발생을 감지한 이벤트 감지 IOT 센서에 의해 센싱된 센싱 신호에 대응하는 데이터를 화면에 표시하는 제어부를 포함하고, 상기 IOT 센서는 복수 유형의 센서로 구분되고, 상기 복수 유형의 센서는, 제1 유형의 센서로서 화재 발생 관련 이벤트 발생의 감지를 위한 화재 감지 센서, 제2 유형의 센서로서 출입 요청 관련 이벤트 발생의 감지를 위한 이미지 센서, 및 제3 유형의 센서로서 지진 발생 관련 이벤트 발생의 감지를 위한 지진 감지 센서를 포함하며, 상기 제어부는, 상기 이벤트 감지 IOT 센서의 위치를 상기 화면에 디스플레이되는 상기 건물에 대하여 모델링된 3차원 입체도와 연계하여 상기 3차원 입체도 상에 아이콘으로 더 표시하되, 상기 이벤트 감지 IOT 센서의 유형에 따라 상기 3차원 입체도 상에 표시되는 아이콘의 형태를 달리하여 표시하고, 상기 아이콘의 형태는 색상 및 모양 중 적어도 하나를 포함할 수 있다.",10-2019-0140718,주식회사엔클라우드,"G08B-021/02,G06N-020/00,G08B-017/00,G08B-029/02,H02H-001/00"
0,20200129,유비무화 IoT 소방안전관리 시스템,"세이프존에 설치되고, 소방안전상태 판단을 위한 정보를 수집하는 하나 이상의 센서가 구비된 세이프박스 및 상기 세이프박스로부터 수신되는 정보에 기초하여 상기 세이프존에 대한 소방안전을 관리하는 서버를 포함하고, 상기 서버는, 상기 세이프박스로부터 수신되는 정보에 기초하여 상기 세이프존의 소방안전상태를 판단하고, 상기 세이프존의 소방안전상태에 이상이 발생하는 경우 관리대상으로 등록된 하나 이상의 사용자 단말에 메시지를 전송하고, 상기 세이프박스는, 소방안전용 물품이 보관되는 수납공간을 포함하는, 유비무화 IoT 소방안전관리 시스템이 개시된다.",10-2019-0088964,주식회사 제이엠시스템즈,"G06Q-050/26,G06K-007/10,G06Q-050/10,G08B-017/00,H04L-029/08"
0,20200428,IoT 하이브리드 마이크로 그리드 시스템,"본 발명에 따른 IoT 하이브리드 마이크로 그리드 시스템은, 해당 구역 전력의 자체 충당으로 전기 요금이 크게 절감되고, 분산전원과 계통연결된 전원을 모두 이용하는 하이브리드 방식을 채택함으로써 전력의 부족 및 품질저하 문제가 해결되고, ESS가 일정수준 이상의 최소 충전보유량을 갖게 되므로 계통연결의 전력 수급이 불안정하거나 단전되는 경우에도 ESS의 잔류 전력과 분산전원의 추가적인 전기 생산량을 이용하여 단전 없이 전력을 사용할 수 있게 되고, 만약 단전이 예상되는 경우에는 미리 ESS의 최소 충전보유량의 수준을 높여두어서 더욱 안정적으로 전력을 이용할 수 있게 되고, 마이크로 그리드 시스템을 모니터링하거나 제어(Control)함에 있어서 에너지 자원을 통합적으로 관리하고, 시설의 사용자가 현장 운영 정보를 수집, 예측, 최적화할 수 있게 하는 기술이 개발되고 있으며, 에너지 사용의 최적화, 전력 수요 변화의 대응, 인버터 및 ESS의 상태 등을 실시간 모니터링하는 기술이 IoT를 이용하여 적용될 수 있으며, 이와 같은 IoT를 통한 마이크로 그리드 시스템의 제어는 스마트 건물 자동화 시스템에 편입되어 활용될 수도 있는 응용가능성을 지니는 효과가 있다.",10-2019-0087498,"주식회사 에니텍시스,홍사혁","H02J-003/38,H02J-013/00,H02J-003/32,H02J-009/06,H02M-001/00,H02M-007/515"
0,20200408,IOT 기능이 구비된 블록형 보관함,"본 발명은 IOT 기능이 구비된 블록형 보관함에 관한 것으로, 내부공간이 마련되는 적어도 하나의 블록 보관함; 상기 블록 보관함과 인접하는 다른 블록 보관함을 일체적으로 결합시키는 결합수단; 및 상기 블록 보관함의 개폐도어를 개폐시키는 잠금장치;를 포함하여 구성된다. 본 발명에 의하면, 결합수단을 통해 블록 보관함과 다른 블록 보관함을 일체적으로 결합시킬 수 있다.",10-2018-0171391,(주)디티아이,"A47G-029/124,A47G-029/12,A47G-029/122,E05B-047/00"
0,20200601,IoT를 이용한 스마트 유모차 시스템,"본 발명은 유모차에 IoT 센서를 설치하고 IoT 센서 정보에 기초하여 영유아의 수면과 기상 여부 및 기상 후 행동 유형에 대한 정보 등을 제공하고, 유모차의 구동을 제어함으로써 자동으로 영유아를 케어할 수 있는 IoT를 이용한 스마트 유모차 시스템에 관한 것이다.  이를 위한 본 발명의 IoT를 이용한 스마트 유모차 시스템은 영유아가 탑승하는 시트와, 영유아의 수면 여부를 감지하기 위한 수면 상태 센서와, 유모차 내외부 환경을 감지하기 위한 복수의 환경 센서 모듈과, 센서 모듈들로부터 수집된 데이터를 사용자 단말로 전송하는 통신 모듈과, 사용자 단말로부터 제어 신호를 수신하고, 수신된 제어 신호에 따라 각 구성을 제어하는 유모차 제어 모듈을 포함하는 스마트 유모차, 수면 상태 센서 데이터에 기초하여 영유아의 기상 여부를 감지하여 사용자에게 알리고, 사용자 입력에 기초하여 영유아의 수면 후 나타나는 행동 패턴을 설정하고, 스마트 유모차로부터 수신된 수면 상태 센서 데이터에 기초하여 영유아의 수면 시간을 측정하고, 측정된 수면시간에 기초하여 영유아의 수면 패턴을 설정하며, 사용자의 요청에 따라 영유아의 수면 패턴과 행동 패턴 정보를 제공하는 사용자 단말을 포함한다.",10-2018-0170668,(주)유한,"B62B-007/00,A61B-005/00,B62B-009/00,G06Q-050/22,H04M-001/725"
0,20200520,스팀 트랩용 IoT 센서 장치,"본 발명은 스팀 트랩용 IoT 센서 장치에 관한 것으로, 집음 방식으로 스팀 트랩의 이상 여부를 검출하되, 열전 발전(TEG : Thermoelectronic Generator)에 의해 생성되는 전기를 전원으로 이용할 수 있도록 한 것이다.",10-2018-0153780,(주)에어릭스,"F16T-001/48,G01N-029/036,G01N-029/24,G08B-021/18,H01L-035/34"
0,20200131,IoT 전력레벨 조절 장치,"본 발명은 IoT 전력레벨 조절 장치에 관한 것으로, IoT(Internet of Things) 모듈로부터 프로세스 리스트, 프로세스 실행 우선순위 및 프로세스별 메모리 사용량을 포함하는 IoT 워크로드에 따른 배터리 사용량을 기계학습하는 워크로드 학습부, 현재의 IoT 워크로드가 수신되면 상기 기계학습의 내용을 통해 배터리 사용량을 예측하여 배터리 잔여 사용시간을 결정하는 배터리 잔여 사용시간 결정부 및 상기 배터리 잔여 사용시간을 기초로 상기 IoT 모듈의 전력레벨을 조절하는 전력레벨 조절부를 포함한다.",10-2018-0126544,주식회사 티오이십일콤즈,"H04W-052/02,G06N-099/00,H04L-029/08"
0,20181212,IoT 디바이스를 위한 듀티 보정 회로모듈,"본 발명에서는 종래 IoT 디바이스의 유휴상태에서 불필요한 회로의 경우에, 히버네이션(Hibernation) 모드로 진입시키거나, 시스템 클럭 주파수를 낮추고, 사용 전원을 낮추는 방법 등을 통해 전체 전력 소모를 낮출 수 있는 방법을 사용할 때, 시스템의 일부 회로가 정상 동작으로 전환하는데 시간이 걸려, 유휴상태를 효율적으로 사용하는데 제한이 되는 문제점이 발생되는 것을 개선하고자, 메인루프모듈(100)와 서브루프모듈(200)을 갖는 이중루프구조와, 록 검출부(Lock Detector)(300)가 구성됨으로서, 메인루프모듈의 밴드폭이 서브루프모듈의 밴드폭보다 넓어서, 메인루프모듈의 응답속도를 서브루프모듈의 응답속도보다 빠르게 함으로서, IoT디바이스가 유휴상태에서 정상동작 상태로 상태변환하는데 걸리는 시간을, 기존에 비해 2배~4배 빠르게 상태 전환시킬 수 있고, 평상시에 메인루프모듈과 서브루프모듈을 전기적으로 분리시키다가, 록 검출부(Lock Detector)로부터locking 상태에 따른 닫음신호를 전달받아, 메인루프모듈(main loop filter)과 서브루프필터링부(sub loop filter)가 합쳐지도록 유도시킬 수 있어, 정상동작상태에서 duty 보정 오프셋을 감소시킬 수 있으며, 외부 noise에 둔감한 IoT 디바이스를 위한 듀티 보정 회로모듈을 제공하는데 그 목적이 있다.",10-2018-0084181,서울과학기술대학교 산학협력단,"H03K-005/156,H03L-007/081,H03L-007/095"
0,20191104,IOT 가전 제어 시스템,"IOT 가전 제어 시스템이 제공된다. 다수의 가전 제어 서버들은 다수의 IOT(IOT: Internet Of Things) 가전들을 무선 통신에 의해 제어하고, 다수의 AI 스피커들은 다수의 IOT 가전들 중 하나 이상의 동작을 제어하기 위한 명령을 사용자로부터 음성으로 입력받아 텍스트로 변환하고, 인터페이스 게이트웨이 서버는 다수의 AI 스피커들 중 하나로부터 수신되는 텍스트 형태의 명령을 분석하여 사용자가 제어하기 위한 하나 이상의 IOT 가전을 검색하고, 사용자의 명령에 해당하는 기능을 수행하기 위한 가전 제어 프로토콜을 이용하여 검색된 IOT 가전을 제어하는 가전 제어 서버로 전송하고, 가전 제어 프로토콜을 수신한 가전 제어 서버는 IOT 가전의 동작을 제어한다.",10-2018-0061838,(주)유비벨록스모바일,"H04L-012/28,G10L-015/22"
0,20181008,IoT 무인 판매 시스템,"본 발명은 축산물 또는 농수산물 등을 무인 판매하기 위한 스마트판매기를 관리 운영하는 시스템에 관한 것으로, 좀 더 구체적으로 설명하면 스마트판매기가 특정 상품을 무인 판매할 수 있게 구성하고, 상기 스마트판매기를 통해 판매되는 각 상품의 중량이 현 시가에 맞춰 계산된 금액으로 육류를 판매할 수 있게 구성하는 한편, 배출오류를 신속하게 해소하고, 소비자의 기호에 따라 남겨질 수밖에 없는 일부 상품을 신속하게 판매할 수 있게 구성한 IoT 무인 판매 시스템에 관한 것이다.",10-2018-0042373,(주)아롬엠앤씨,"G06Q-030/06,G06Q-050/02"
0,20200122,IoT 디바이스 측위 방법 및 시스템,"본 발명은 IoT 디바이스 측위 방법 및 시스템에 관한 것으로, 본 발명에 따른 시스템은, 제1 위치에 설치된 제1 디바이스와 통신 연결되고, 서로 다른 적어도 3개의 위치에서 제1 디바이스의 신호 세기를 측정하는 휴대 단말, 그리고 측정된 휴대 단말의 위치 정보와 제1 디바이스의 신호 세기 정보를 이용하여 측위된 제1 디바이스의 제1 위치 정보를 등록하는 서버를 포함한다. 그리고 복수의 기등록된 디바이스와 신규 디바이스 사이의 신호 세기를 이용하여 신규 디바이스가 존재 가능한 범위를 추정하고, 휴대 단말을 이용하여 측위된 신규 디바이스의 위치가 존재 가능 범위에 있으면 서버에 신규 디바이스 위치를 등록하고, 존재 가능 범위에 없으면 다시 휴대 단말을 이용 신규 디바이스 위치를 측위한다. 본 발명에 의하면 미리 정해진 위치에 측위 기준이 되는 단말이 설치되지 않은 환경에서도, 임의의 위치에 설치된 IoT 디바이스의 위치를 정확하고 간편하게 측위할 수 있다.",10-2018-0035097,데이터얼라이언스 주식회사,"G01S-011/06,G01S-005/02"
0,20190828,IOT 발 건강 관리 장치,"본 발명의 일 측면에 따른 IOT 발 건강 관리 장치는 전면이 개구되어 사용자의 발을 삽입하는 하우징, 상기 하우징 내부로 바람을 유입시키는 쿨링부, 상기 하우징 내부로 비가시광 또는 가시광을 출사하는 광원부, 상기 센싱값을 수집하고, 상기 쿨링부와 광원부를 제어하는 제어부, 및 사용자 단말과 통신하는 통신부를 포함한다.",10-2018-0029348,오재현,"A61F-007/00,A61H-033/06,A61N-005/06"
