,issueDate,patentTitle,abstract,patentNumber,applicants,ipcInfo
0,20070522,가상현실 여행 방법,"본 발명은 가상공간에서 특정 지역(문화유적지, 박물관, 관광지 등)에 대하여 미리 입력된 대상(건축물, 유적 등)의 위치 및 각종 현장 정보자료(문자, 그림, 동영상 등)를 이용하여 실제 장소를 여행하듯이 여행 및 관람할 수 있도록 한 가상현실 여행 시스템 및 그 방법에 관한 것으로서, 이러한 본 발명은, 이용자가 이용자 단말기를 이용하여 가상체험 여행 서버에서 운영하는 가상체험 홈페이지에 접속하면 에이전트 실행 여부를 확인하게 하고, 상기 에이전트가 실행된 경우에는 체험 대상 지역의 전체 지도를 이용자 단말기의 가상현실 시뮬레이터에 디스플레이해주며, 이용자가 체험 대상 지역의 문화재 또는 업소를 선택하면 해당 선택물에 대하여 미리 입력된 현장 정보를 디스플레이 해주어 가상 체험을 구현해주게 된다.",10-2005-0035716,"이승재,유선기,강영상,김창화",G06Q-099/00
0,20191002,가상현실 스포츠 시스템,"가상현실 스포츠 시스템이 개시된다.가상현실 스포츠 시스템은 제 1 팀 운동 기구들; 전체 스크린과 연동하여 사용되는 제 2 팀 운동 기구들; 사용자의 신체적 속성을 측정하는 센서 및 제 1 팀 운동 기구들의 속성을 측정하는 센서 중 적어도 하나 이상을 포함하는 IoT 모듈들; 제 2 팀 운동 기구의 속성을 측정하는 제 2 팀 운동 기구 속성 감지 수단; IoT 모듈들 및 제 2 팀 운동 기구 속성 감지 수단으로부터 정보를 수신하는 적어도 하나 이상의 IoT 스테이션; 및 IoT스테이션으로부터 정보를 수신하는 서버를 포함하며, 서버는, 제 1 팀 운동 기구들을 사용하는 사용자들을 제 1 팀으로 설정하고, 제 2 팀 운동 기구들을 사용하는 사용자들을 제 2 팀으로 설정하고, 제 1 팀 사용자들에 대응하는 가상현실 아바타들을 생성하여 전체 스크린에 표시하고, 각각의 제 1 팀 사용자를 미리 정해진 제 1 순서로 지목하여, 지목된 제 1 팀 사용자의 신체적 속성 및 지목된 제 1 팀 사용자가 사용하는 제 1팀 운동 기구의 속성을 지목된 제 1 팀 사용자에 대응하는 가상현실 아바타의 속성 중 적어도 일부와 연동하고, 제 1 팀 사용자들과 제 2 팀 사용자들 간에 팀간 대응 관계를 설정하고, 각각의 제 2 팀 사용자를 미리 정해진 제 2 순서로 지목하여, 지목된 제 2 팀 사용자의 신체적 속성을 지목된 제 2 팀 사용자와 팀간 대응 관계가 설정된 제 1 팀 사용자에 대응하는 가상현실 아바타의 속성 중 적어도 일부와 연동하고, IoT 모듈들은, 제 1 팀 사용자들의 동적(動的) 신체적 속성, 제 1 팀 사용자들이 사용하는 제 1 팀 운동 기구의 속성, 및 제 2 팀 사용자들의 동적 신체적 속성을 측정하고, 제 2 팀 운동 기구 속성 감지 수단은, 제 2 팀 사용자들이 사용하는 제 2 팀 운동 기구의 속성을 측정하고, IoT 스테이션은, IoT 모듈 및 제 2 팀 운동 기구 속성 감지 수단으로부터 제 1 팀 사용자들의 동적 신체적 속성, 제 1 팀 사용자들이 사용하는 제 1 팀 운동 기구의 속성, 제 2 팀 사용자들의 동적 신체적 속성, 및 제 2 팀 사용자들이 사용하는 제 2 팀 운동 기구의 속성을 획득하여 서버로 전송하고, 서버는, 제 1 팀 사용자들의 동적 신체적 속성, 제 1 팀 사용자들이 사용하는 제 1 팀 운동 기구의 속성, 제 2 팀 사용자들의 동적 신체적 속성, 및 제 2 팀 사용자들이 사용하는 제 2 팀 운동 기구의 속성을 기초로, 가상현실 아바타들의 속성 중 적어도 일부를 변화시킬 수 있다.",10-2019-0097773,(주)에어패스,"A63B-024/00,A63B-071/06,A63F-013/58,A63F-013/65"
0,20200831,가상현실 체험 슈트,"본 발명은,  아바타가 구현된 가상의 세계를 만들어 놓은 단말기(40)에 접속되며, 상기 가상의 세계에서 아바타가 받은 영향에 대응하여 각 부분에 설치된 복수의 타격장치, 복수의 발열장치, 복수의 팬과, 복수의 발광장치가 동작되어 가상현실 체험 슈트를 착용한 사용자가 수동적인 체험을 하도록 하고 각 부분에 설치된 복수의 각속도센서를 통해 감지된 가상현실 체험 슈트를 착용한 사용자의 능동적인 행위가 상기 아바타의 행위로 실현되도록 하는 것을 특징으로 한다.",10-2018-0121306,주식회사 바만지,"G06F-003/01,A41D-001/00,G06F-003/0346,G06F-003/038"
0,20190627,가상현실 운동 시스템,"본 발명은 가상현실 운동 시스템에 관한 것으로서, 체험자가 착용하는 것으로서, 상기 체험자에게, 공을 사용하는 운동경기에 대한 가상영상을 디스플레이하는 가상현실(VR) 기기와, 상기 체험자가 파지하여 스윙동작을 수행하는 타격부재와, 상기 타격부재의 움직임을 감지하기 위해 상기 체험자 또는 상기 타격부재에 설치된 타격 감지 센서부와, 상기 타격 감지 센서부로부터 감지된 감지정보를 토대로 상기 체험자의 스윙에 따른 상기 가상영상에 포함된 공의 타격 또는 타격된 공의 가상 궤적을 산출하는 궤적 산출부와, 상기 가상현실(VR)기기로 상기 가상영상을 제공하는 것으로서, 상기 가상영상에는 상기 궤적 산출부로부터 산출된 공의 가상궤적에 대한 정보가 포함되는 컨트롤 유닛을 구비한다.  이상에서와 같이 본 발명에 따른 가상현실 운동 시스템에 의하면, 실제 타격부재로 타격용 공을 타격하면 가상현실(VR) 기기에 공의 타격 지점이 정확하게 구현될 수 있도록 함으로써 좁은 공간에서 현실감을 최대화하면서 다양한 상대를 체험할 수 있는 효과가 있다.",10-2018-0005631,이창규,"A63B-069/00,A63B-024/00,A63B-069/40,A63B-071/06,A63F-009/02"
0,20190930,가상현실 기반 승마 시스템,"본 발명은 디스플레이부에서 표출되는 영상을 보면서 승마 자세를 교정할 수 있도록 함과 아울러 야외에서 말을 타고 승마를 하는 것처럼 느낄 수 있도록 하는 가상현실 기반 승마 시스템에 관한 것으로, 본 발명은 기 설정된 프로그램에 따라 승마체험수단(102)과 가상현실수단(104)을 제어하는 제어부(106)와; 상기 제어부(106)의 제어신호에 따라 사용자에게 승마운동 기능을 제공함과 아울러 가상현실수단(104)으로 정보를 제공하는 승마체험수단(102)과; 상기 제어부(106)의 제어신호에 따라 승마체험수단(102)으로부터 수신된 정보를 기반으로 하여 사용자에게 영상 및 영상에 상응하는 음향 그리고 측정된 신체정보를 제공하는 가상현실수단(104)을 포함한다.",10-2017-0181869,한국산업기술대학교산학협력단,"A63B-069/04,A63B-024/00,A63B-071/06"
0,20180404,가상현실 휘트니스 시스템,"본 발명은, 구면함몰부를 제공하는 바닥유닛과; 상기 바닥유닛 위에 위치하는 사용자의 발에 착용되어 사용자의 움직임에 따라 상기 구면함몰부에 대한 미끄러짐 운동이 가능하도록, 바닥면의 적어도 일부에 마찰저감부가 구비된 슬라이딩신발과; 상기 사용자의 발에 착용되어 사용자 발의 움직임을 감지하도록 된 발센서와; 상기 사용자의 팔에 착용되어 사용자의 팔의 움직임을 감지하도록 된 팔센서와; 상기 바닥유닛의 상측에 상기 사용자 몸체의 주위를 감싸도록 설치되는 몸체링과; 상기 몸체링에 대한 상기 사용자의 상대적인 몸체 움직임을 센싱하도록 설치된 몸체센서와; 상기 몸체링에 설치되어 상기 사용자가 양손으로 상기 몸체링을 각각 파지함에 의해 상기 사용자의 체지방을 측정할 수 있도록 구비된 생체저항분석기와; 상기 사용자의 머리에 착용되어 사용자에게 가상의 시각적 정보 및 청각적 정보를 제공하도록 설치된 헤드마운트장치와; 상기 헤드마운트장치에 설치되어 사용자의 심박수를 측정할 수 있도록 된 심박센서와; 상기 발센서와 팔센서와 몸체센서 및 생체저항분석기의 신호를 수신하는 센서통신부와; 상기 센서통신부 및 심박센서의 신호를 입력 받고 상기 헤드마운트장치를 제어하는 마이컴과; 상기 마이컴에 사용자의 요구나 선택 사항을 전달할 수 있도록 구비된 콘솔장치를 포함하여 구성된다.",10-2017-0144928,(주)리앤팍스,"A63B-071/06,A61B-005/00,A61B-005/053,A61B-005/11,A63B-021/00,G06Q-050/22"
0,20171101,가상현실 설문조사 시스템,"가상현실 설문조사를 생성 및 제공하는 제공자 장치, 생성된 가상현실 설문조사를 수행하는 사용자 장치 및 제공자 장치와 사용자 장치를 연결하는 서버를 포함하는 가상현실 설문조사 시스템이 개시된다.",10-2017-0103497,조연희,"G06Q-030/02,G06T-019/00"
0,20180321,가상현실 소셜네트워크 서비스 제공 방법,"본 발명의 실시 형태는 소셜네트워크 서비스를 제공하는 가상현실 SNS 서버가, SNS상에서 가상현실을 제공하는 가상현실 소셜네트워크 서비스 제공 방법에 있어서, 사용자 로그인이 있은 후 사용자 SNS 초기 화면을 제공하는 사용자 SNS 초기 화면 제공 과정; 상기 SNS 초기 화면을 통하여 사용자로부터 가상현실 생성 요청이 있는 경우, 사용자의 가상현실공간 그래픽과 가상현실편집 인터페이스가 포함된 사용자 가상현실공간 편집 화면을 제공하는 가상현실공간 편집 화면 제공 과정; 사용자로부터 다른 제3자 가상현실공간의 접속 요청을 받은 경우, 요청된 제3자 가상현실공간 화면을 제공하는 제3자 가상현실공간 접속 과정; 및 사용자로부터 다른 제3자의 초대 요청이 있는 경우, 제3자 아바타를 사용자 가상현실공간 화면에 배치시켜, 상기 사용자 가상현실공간 화면상에서 사용자와 제3자간에 의사 소통이 이루어지도록 하는 사용자간 가상현실 소통 과정;을 포함할 수 있다.",10-2017-0053908,김동현,"G06Q-050/00,G06Q-050/10,G06T-013/40,G06T-017/00"
0,20170630,가상현실 극장 구조,"본 발명은 가상 현실 영상용 극장 구조에 관한 것으로서  가상현실 영상의 유효 범위인 상, 하 40° 이상 360°,좌, 우 120°이상 360°의 시야각을 갖으면서 편광도를 유지 반사할 수 있는 밝기 1.1 게인 이상의 입체 반사형 스크린과  상기 반사형 스크린에 투사할 수 있는 2D 또는 입체용 좌안용 영상과 우안용 영상을 투사하는 다수의 투사시스템과  상하 40°이상 120°, 좌, 우 120°이상 360도로 회전이 가능하되  동시에 상, 하, 좌, 우 회전이 가능한 구조의 의자 구조와 상기 각각의 의자가 별도로 분리 독립된 범위의 면적으로 회전하는 결합한 것을 특징으로 하는 가상현실 영상용 극장 구조에 관한 것이다.",10-2015-0168520,최해용,"E04H-003/22,A47C-001/12,A63J-025/00,G03B-021/56"
0,20161019,가상현실 시뮬레이터,"가상현실 시뮬레이터가 개시된다. 가상현실 영상을 출력하는 디스플레이부; 상기 가상현실 영상을 시청하는 사용자가 탑승하는 탑승부; 상기 탑승부에 배치되고, 상기 사용자에 의해 조작되어 상기 가상현실 영상을 제어하는 조작부; 상기 조작부의 방향에 따라 적어도 세 개의 축 각각이 상하로 움직여 전 방향에 대한 기울기를 가지며, 상기 디스플레이부 및 상기 탑승부를 상단에 배치하여 동시에 움직이도록 하는 베이스부; 및 상기 조작부에 의해 생성되는 조작신호를 입력 받고, 상기 조작신호에 따라 상기 베이스부를 제어하는 제어부를 포함하여, 가상현실 영상의 체험감을 사용자에게 제공한다.",10-2015-0072015,김신희,"A63F-013/803,A63F-013/24,A63G-031/16"
0,20150812,가상현실 연동 실내자전거,"실내자전거는 핸들부, 시트부, 제1 구동제어부, 제2 구동제어부 및 모니터를 포함한다.상기 핸들부는 전면에 형성되어 높낮이와 사용자와의 거리를 조절 가능하고, 상기 시트부는 후면에 형성되어 높낮이를 조절 가능하며, 상기 제1 구동제어부는 중앙 하단에 형성되고 다리로 밀어내는 일정한 힘에 의해 회전하며, 상기 제2 구동제어부는 전면 하단에 형성되어 다리로 일정하게 누르는 힘에 의해 구동하며, 상기 모니터는 상기 핸들부 전면 상단에 형성되고, 상기 핸들부와 상기 제1 및 제2 구동제어부들의 신호에 따라 동작하는 가상현실을 나타내는 것을 특징으로 한다.",10-2014-0011343,한국기술교육대학교 산학협력단,"A63B-022/08,A63B-023/04,A63B-024/00"
0,20110708,가상현실 낚시게임용 제어봉장치,"본 발명은 가상현실 낚시게임용 제어봉장치에 관한 것으로서, 특히  영상표시기기와; 상기 영상표시기기 앞에서 움직이는 제어봉의 움직임을 감지하여 그 감지된 제어봉의 움직임정보를 제어장치부로 출력하는 위치감지부와; 3D 컨텐츠로 이루어진 다양한 어종들이 랜덤하게 움직이는 가상현실 낚시터영상을 영상표시기기에 출력하여 화면 표시되도록 하고, 위치감지부에서 감지된 제어봉의 움직임정보에 의해 낚시게임이 구현되도록 제어하는 제어장치부;를 포함하는 가상현실 낚시게임용 제어봉장치에 있어서,  상기 제어봉은  긴 봉형태로 형성된 케이스로 이루어지고, 이 케이스에는  전원부의 전원 공급 또는 차단을 위한 전원스위치와; 제어장치부와 근거리 무선 교신하는 제 1 무선통신부와;케이스의 선단부에 IR신호를 방출하는 다수의 IR LED를 환형으로 설치하여 이루어진 IR LED부와; 케이스의 손잡이부분에 내장되고, 제어부의 제어에 의해 작동하여 진동하는 바이브레이터와; 제어장치부에서 송출된 낚시걸림신호가 제 1 무선통신부를 통해 수신되었을때 바이브레이터를 작동시키는 제어부; 로 구성한 것을 특징으로 한다.  본 발명에 의하면, 가상현실 낚시터 화면상에서 제어봉을 이용한 낚시게임을 구현할 때, 제어봉의 움직임 정보를 정확하게 게임장치에 전송할 수 있고, 제어봉과 게임장치에 양방향 통신기능을 구현하여 화면상에서 물고기가 잡혔을 때 제어봉  이 떨리면서 실제로 물고기가 잡힌 것과 같은 느낌을 사용자가 느낄 수 있으며, 제어봉의 움직임위치정보 전송수단을 이중화하여 제어봉의 성능에 대한 신뢰도를 한층 더 향상시킬 수 있는 효과를 기대할 수 있다.",10-2009-0064113,"전국진,주식회사 프라이머스코즈","A63F-013/06,A63F-013/02,A63F-009/30"
0,20070118,가상현실 입력장치,"본 발명은 3차원 가상현실에서 객체 선택을 용이하게 하기 위한 가상현실 입력장치에 관한 것으로서, 가상현실 입력장치는 네비게이션 모드와 선택 모드와 조작 모드에 따라 동작하며, 가상현실 내의 하나의 객체를 가리키기 위한 지시수단과, 상기 입력장치의 위치와 방향을 측정하는 추적 센서와, 상기 입력장치의 동작 모드를 해당 모드로 바꾸기 위한 버튼과, 상기 네비게이션 모드에서는 상기 추적 센서에 의해 측정된 위치와 방향을 중심으로 전후좌우로 가상공간을 자유롭게 이동하는 네비게이션 기능을 제공하고, 상기 선택 모드에서는 네비게이션하면서 이동한 현재의 위치에서 상기 지시수단이 가리키는 객체와 상기 지시수단을 잇는 직선상에 존재하는 객체들 사이를 앞뒤로 이동하면서 상기 객체들 중 하나를 선택할 수 있도록 하고, 상기 조작 모드에서는 사용자의 의지대로 상기 객체를 조작하기 위한 조작 스위치를 포함하도록 함으로써, 사용자를 중심으로 객체가 중첩되어 있는 경우에도 가려진 객체를 쉽게 선택할 수 있는 효과가 있다.",10-2005-0096440,재단법인 그래픽스연구원,G06F-003/033
0,20200228,가상현실 융합광고객체 제공방법,"가상현실 장비가 광고를 제공하는 방법에 있어서, 가상현실 콘텐츠에 대한 정보를 획득하는 단계, 상기 가상현실 콘텐츠를 시청하는 사용자의 배경정보를 수집하는 단계, 상기 가상현실 콘텐츠에 대한 정보 및 상기 사용자의 배경정보에 기초하여 상기 광고의 종류를 결정하는 단계, 상기 광고를 표시할 위치를 결정하는 단계 및 상기 광고를 표시하는 단계를 포함하는, 가상현실 광고 제공방법이 개시된다.",10-2019-0134143,주식회사 테크노블러드코리아,G06Q-030/02
0,20200320,가상현실 기반 선박설계 사전검사시스템,"본 발명은 가상현실 기반 선박설계 사전검사시스템에 관한 것이다. 보다 상세하게는, 유/무선통신을 통하여 다수개의 사용자단말기에서 접속하여 가상현실에서 사전검사를 실시할 수 있으며 사전검사 결과 변경사항을 선박설계모듈의 CAD시스템에 직접반영할 수 있는 가상현실 기반 선박설계 사전검사시스템에 관한 것이다.  이를 위해 본 발명은 2D 또는 3D로 선박을 모델링할 수 있는 선박설계모듈; 선박설계모듈로 부터 선박모델의 도면 및 자재정보를 추출할 수 있는 선박모델추출부, 선박모델추출모듈로 부터 추출된 선박모델을 경량화하고 VR이미지를 생성하기 위한 큐브맵을 형성할 수 있는 선박모델변환부, 선박모델추출부에서 추출된 선박모델 및 도면을 통합관리서버로 전송하는 선박모델업로드부, 선박모델의 변경사항을 선박설계모듈로 전송할 수 있는 선박모델전송부를 포함하는 선박모델추출및변경모듈;선박모델추출및변경모듈에서 추출된 선박모델 및 도면을 저장하고, 도면변경명령을 선박추출및변경모듈로 전송하는 통합관리서버; 통합관리서버로부터 선박모델을 전송받아 가상현실 사전검사를 실시할 수 있는 사용자단말기을 포함하는, 가상현실 기반 선박설계 사전검사시스템을 제공한다.",10-2019-0130035,(주) 토즈,"B63B-071/00,G06F-030/00"
