,issueDate,patentTitle,abstract,patentNumber,applicants,ipcInfo
0,20180424,드론,"본 발명의 드론은 공중 부양의 대상이 되는 프레임; 상기 프레임의 가운데에 설치되고 회전에 의해 공중에 상기 프레임을 부양시키는 양력을 생성하는 메인 프로펠러; 상기 프레임의 가장자리에 설치되고 상기 메인 프로펠러에 의해 부양된 상기 프레임의 자세 또는 이동 방향을 조절하는 복수의 서브 프로펠러;를 포함하고, 각 서브 프로펠러는 상기 메인 프로펠러의 회전축을 기준으로 서로 대칭되는 위치에 배치될 수 있다.",10-2016-0040958,선문대학교 산학협력단,"B64C-039/02,B64C-011/46,B64C-027/08,B64C-027/10,B64C-027/12,B64D-035/02"
0,20160831,드론,"본 발명은 비행에 필요한 구동장치의 수를 최소화할 수 있으며, 구동장치의 제어를 간략화 할 수 있는 새로운 구조의 드론에 관한 것이다.  본 발명에 따른 드론은 본체(10)에 구비된 하나의 구동장치(40)를 이용하여 아암(20)에 구비된 복수개의 로터(30)를 동시에 구동시킬 수 있다.  따라서, 구동장치(40)의 구동을 제어하기 위한 제어유닛의 구조와, 구동장치(40)를 제어하기 위한 제어시퀀스가 단순해지며, 이에 따라 에러의 발생가능성을 최소화할 수 있는 장점이 있다.",10-2015-0123236,고성우,"B64C-039/02,B64C-027/08,B64C-027/12,B64C-027/54,F16D-027/00"
0,20151006,드론,"드론이 개시된다, 드론은 프레임, 프레임에 구비되는 모터, 모터에 의하여 회전하는 프로펠러 및 프레임 또는 모터 하단부에 초음파 센서 또는 적외선 센서 및 근접한 물체와의 거리를 계산하여 일정한 높이로 비행하도록 하되, 근접한 물체의 이동방향에 따라 이동방향을 판단하여 이동방향으로 비행하도록 제어하는 판정부를 포함할 수 있다.  초음파센서가 프레임에 구비되어, 센서의 반사빛에 따른 물체의 거리를 계산할 수 있어 물체와의 일정한 높이를 유지할 수 있어 사용자와 부딪힐 위험을 줄여줄 수 있다.",10-2014-0090903,주식회사 주니랩,"A63H-027/133,A63H-027/127,A63H-030/02"
0,20180731,드론,"일 실시 예에 따른 드론은 바디프레임과 상기 바디프레임에 탑재되는 내연기관, 상기 바디프레임의 가장자리를 따라 상호간에 이격 배치되도록 형성되고, 상기 내연기관의 배기가스를 하향 분사하는 복수의 분사구, 상기 바디프레임에 형성되고, 상기 내연기관의 배기가스를 상기 분사구로 안내하는 복수의 연결통로, 상기 연결통로에 설치되는 복수의 제어밸브 및 상기 바디프레임의 자세 정보에 따라 상기 복수의 제어밸브를 제어하여 상기 복수의 분사구로 이송되는 배기가스의 유량을 개별적으로 조절하는 제어부를 포함한다.",10-2016-0162489,박형수,"B64C-039/02,B64C-027/08,B64C-027/12,B64D-027/16,F16H-001/14"
0,20190724,드론 장치,"드론 장치가 개시된다.  본 발명의 일 실시예에 따르면, 드론 본체; 상기 드론 본체가 공중에서 부유하도록 양력을 발생시키며, 복수 개가 제공되어 일정 간격으로 이격되는 양력 발생부; 및 일단부는 상기 드론 본체에 연결되고 타단부는 상기 양력 발생부에 연결되며, 상기 복수의 양력 발생부 중 어느 하나가 작동 불능시 나머지 양력 발생부의 수평 방향 간격을 동일하게 조절하여 상기 드론 본체의 비행 균형을 유지시키는 위치 가변부를 포함하는, 드론 장치가 제공될 수 있다.",10-2018-0007342,한재민,"B64C-039/02,B64C-027/08,B64C-027/12,B64D-045/00"
0,20191021,드론 카,"공중에서 부유하여 이동이 가능한 드론 카가 개시된다.  이 드론 카는, 바퀴 및 바퀴에 구동력을 제공하는 구동 샤프트가 구비된 차량 본체와, 구동 샤프트에 착탈 가능하도록 차량 본체에 장착되는 드론 아암과, 드론 아암에 구비되고 드론 아암이 차량 본체에 장착될 때, 구동 샤프트에 구동 연결되는 드론 샤프트와, 드론 아암의 끝단에 회전 가능하게 장착되고 드론 샤프트를 통해 구동 샤프트의 구동력을 전달받아 차량 본체에 양력을 제공하는 드론 블레이드를 포함할 수 있다.",10-2018-0008627,한재민,"B60F-005/02,B60K-017/22,B60R-016/00,B60R-016/033,B64C-027/08,B64C-027/12,B64C-027/52,B64C-037/00,F16H-001/14"
0,20200323,드론 스킨,"본 발명의 실시예에 따른 드론 스킨은, 드론의 보디의 상측과 측면을 감싸고 하측이 개방되며 유연한 재질로 제공된 보디 커버(12) 상기 드론의 암의 상측과 측면을 감싸고 하측이 개방되며 유연한 재질로 제공된 암 커버(14) 상기 보디 커버(12)가 상기 보디에 결착되도록 하는 보디 클램프 유닛(20) 및 상기 암 커버(14)가 상기 암에 결착되도록 하는 암 클램프 유닛(30)을 포함한다.",10-2018-0045765,이성일,"B64D-045/00,B32B-001/00,B32B-007/02,B64C-039/02"
0,20160118,드론 보트,"본 발명은 내부에는 일정크기의 수용공간이 마련되며, 전면에는 출입해치(14)가 구비되고, 전방 및 후방 각각에는 해수면에 직교한 상태로 일정길이 돌출되되 단부로 갈수록 폭이 좁아지는 선수(12) 및 선미(16)가 구비되는 선체(10)와; GPS, 송수신기, 제어장치, 동력원이 내장되어 상기 선체(10)의 중앙부위 상면에 고정설치되는 비행몸체(20)와; 일단부위는 상기 비행몸체(20)에 고정결합되고 연장되는 타단부위는 선수(12) 양측 및 선미(16) 양측 각각으로 돌출되는 복수 개의 암(30)과; 상기 각 암(30)의 타단부위에 설치되는 구동모터(40)와; 상기 각 구동모터(40)와 축 연결되는 회전날개(50)를; 포함하는 드론 보트를 제공한다.",10-2015-0148440,"삼우주식회사,조돈한","B63B-035/00,B63B-001/04,B63B-013/00,B63C-009/02,B64C-027/08,B64C-039/02"
0,20200316,드론 시스템,"본 발명의 목적은 위급 상황에 처한 위급자가 비행중인 드론을 호출하여 드론이 해당 장소로 신속하게 이동하여 영상을 촬영하여 전송할 수 있음으로 위급 상황에 신속하게 대처할 수 있고, 드론의 비행중 미세먼지를 포집하여 미세먼지를 효율적으로 제거할 수 있는 드론 시스템을 제공한다.  이러한 본 발명은, 비행 가능한 드론; 전원을 공급하는 전원모듈; 상기 드론의 비행을 위한 구동모터 제어신호를 출력하는 제어모듈; 상기 드론을 제어하는 신호를 수신하거나 드론으로부터 측정정보를 송신할 수 있는 통신모듈; 상기 드론에 구비되는 동영상카메라와 열화상카메라 및 적어도 하나 이상의 센서로부터 정보를 수신하는 감지모듈; 상기 감지모듈로부터 획득한 자료를 비교 분석하여 관리자에게 송신하는 분석모듈; 비행중인 드론을 위급자가 호출할 수 있도록 위험신호를 송출할 수 있는 무선호출기를 구비하고, 상기 무선호출기의 위치를 추적할 수 있도록 드론에 구비되는 추적모듈; 및 상기 드론에 구비되며, 풍향에 의해 회전하면서 미세먼지를 포집할 수 있는 미세먼지 포집모듈;을 포함한다.",10-2019-0124756,신용훈,"B64C-039/02,B03C-003/04,B03C-003/41,B03C-003/47,B03C-003/66,B64D-027/24,B64D-047/00,G06T-007/90"
0,20190429,드론 격납고,"본 발명은 드론 격납고에 관한 것으로서,  서로 대향되게 연결되어, 모터의 정,역 회전에 따라 체인 스프라켓를 축으로, 수평 및 수직 이동되는 좌,우 체인과,  상기 좌,우 체인에 어태치먼트와 브라켓트로 연결되어, 드론 이,착륙시, 개폐 신호에 따라 좌,우 양측으로 개폐되는 셔터로 구성된 좌,우 도어와;  상기 좌,우 체인에 어태치먼트와 브라켓트로 연결되어, 상기 좌,우 도어의 이동과 연동되어 승,하강되면서 드론이 이탈 및 안착되게 하는 이,착륙판;  을 포함하여 이루어진 것으로,  드론 이,착륙시, 원격 신호에 의해 모터가 정회전하면, 스프라켓에 연결된 체인이 이동하면서, 체인에 어태치먼트와 브라켓트로 연결된 좌,우 도어가 좌,우로 열림과 동시에, 이,착륙판이 상승하여, 개방된 좌,우 도어를 통하여 드론이 이,착륙판에서 이륙 또는 착륙할 수 있게 한 후,  다시 모터가 역회전하면, 상기와 반대로 체인이 이동하면서 좌,우 도어가 닫히면서, 이,착륙판이 하강하게 함으로써,  드론을 격납고에서 보다 안전하게 이륙 또는 착륙시켜 보관할 수 있도록 한 것이다.",10-2017-0151435,주식회사 담스테크,"B64F-001/22,B62B-003/00,E06B-009/06"
0,20180213,드론 스테이션,"드론 스테이션의 구동 방법이 개시된다. 본 방법은 랜딩 허가를 요청하는 메시지를 출발지 관제 센터 또는 제1 드론으로부터 수신하는 단계, 복수의 이착륙장 중 하나에 제1 드론이 랜딩하도록 가이드하는 단계, 제1 드론의 운송물을 운반할 제2 드론을 선택하는 단계, 캐리어를 이용하여 선택된 제2 드론을 복수의 이착륙장과 분리된 드론 성능 검사소로 이동하는 단계, 제2 드론의 성능이 운송물을 운반하기에 적합한 경우, 운송물을 제2 드론에 탑재하는 단계 및 제2 드론이 목적지 또는 다른 드론 스테이션으로 이동하도록 제2 드론을 이륙하는 단계를 포함한다. 이에 따라 운송물 운반의 안정성이 향상될 수 있다.",10-2017-0020439,한국기술교육대학교 산학협력단,"B64F-001/22,E01F-003/00,E04H-006/44,G08G-005/00"
0,20190111,드론 시스템,"본 발명은 드론 시스템을 제공한다.본 발명의 실시예에 의한 드론 시스템의 일 양태는, 드론; 그 일면에 상기 드론이 착탈 가능하게 안착되는 안착 영역이 정의되고, 서로 대향되는 2개의 면에 설치 공간이 정의되는 컨트롤 베이스; 상기 드론의 비행을 제어하기 위하여 제1제어 신호를 입력받는 적어도 1개의 제1입력 모듈이 구비되는 제1컨트롤 파트; 및 상기 드론의 비행을 제어하기 위하여 제1제어 신호와 상이한 제2제어 신호를 입력받는 적어도 1개의 제2입력 모듈이 구비되는 제2컨트롤 파트; 를 포함하고, 상기 제1컨트롤 파트는, 상기 설치 공간 중 어느 하나에 택일적으로 설치되고, 상기 제2컨트롤 파트는, 상기 제1컨트롤 파트가 설치된 상기 설치 공간을 제외한 상기 설치 공간의 나머지 하나에 설치된다.",10-2016-0172841,곽준범,"G05D-001/00,G05G-001/04"
0,20180530,드론 실습장치,"본 발명은 드론의 실제 비행에 앞서 드론의 각 구성품에 대한 학습 및 조립, 드론 제어 방법을 실습할 수 있도록 함으로써 체계적인 드론 교육이 이루어질 수 있도록 하는 드론 실습장치에 관한 것이다.  본 발명에 따른 드론 실습장치는 드론의 각 구성부를 PCB 보드에 장착하여 각 구성부의 출력 값과 성능을 테스트할 수 있는 드론 실습장치로서, 배터리(70)부터 전원을 공급받아 분배하는 전원 분배 회로(25)가 구비된 PCB 보드(20)와; 중앙 플레이트(31)를 중심으로 외측으로 연장 형성되는 복수의 드론 암(32)이 구비되어 상기 PCB 보드(20)의 상부에 체결되는 드론 몸체(30)와; 상기 드론 몸체(30)의 드론 암(32) 단부에 형성되는 드론 모터 홀드 지그(33)에 각각 체결되는 모터(50) 및 상기 모터(50)의 상부에 체결되는 프로펠러(55)와; 상기 드론 몸체(30)의 드론 암(32) 중간부에 체결되어 모터(50)의 구동의 제어하는 모터 컨트롤러(60)와; 상기 드론 몸체(30)의 중앙 플레이트(31) 상부에 체결되어 상기 모터 컨트롤러(60)를 통하여 모터(50)의 구동을 제어하여 드론의 비행 동작을 제어하는 메인 제어 모듈(40);을 포함하여 이루어지되, 상기 PCB 보드(20)는 전원 분배 회로(25)를 통하여 배터리(70)로부터 공급되는 전원을 분배하여, 상기 드론 몸체(30)에 체결되는 메인 제어 모듈(40)과 모터(50) 및 모터 컨트롤러(60)에 동작 전원으로 공급하는 것을 특징으로 한다.",10-2016-0113454,"(주)에프디크리에이트,대덕대학산학협력단","G09B-009/48,B64C-027/08,B64C-027/12,B64C-039/02,G09B-019/16"
0,20170608,드론 어댑터,RC 자동차와 드론의 역할을 동시에 할 수 있는 드론 어댑터가 제공된다. 상기 드론 어댑터는 드론 본체; 상기 드론 본체의 상부에 설치되는 지상 도로 주행 및 수직 이착륙을 위한 다수의 틸트덕트 타입 로터; 상기 본체의 홈에 설치되어 상기 드론 본체의 구동을 제어하고 주변을 촬영하여 영상 데이터를 생성하는 카메라가 탑재된 스마트 폰; 및 상기 카메라의 하부에 힌지 결합부를 중심으로 회전가능하게 설치되어 상기 드론 본체에 삽입되어 상기 스마트 폰을 덮거나 전방 촬영시 상기 카메라를 외부로 노출되도록 하향 방향으로 회전하여 개방된 상태에 외부로부터 들어오는 빛을 전방으로 반사하는 반사 거울을 포함한다.,10-2016-0003298,한국항공우주연구원,"B64C-037/00,B60F-005/02,B64C-027/08,B64C-027/52,B64C-039/02,B64D-047/00,B64D-047/08"
0,20200917,드론 스포츠용 드론 장치,"본 발명은 드론 스포츠용 드론 장치에 관한 것으로, 본 발명의 일 실시예에 따른 드론 스포츠용 드론 장치는, 비행할 수 있게 하나 이상의 프로펠러를 포함하여 구동하는 구동부; 상기 구동부를 보호하기 위해 상기 구동부를 감싸도록 형성된 케이지; 및 상기 케이지에서 돌출되도록 배치되며, 상기 케이지에서 일 측이 회전할 수 있게 결합된 킥부를 포함하고, 상기 킥부는 사용자의 조작에 따라 위치가 고정되거나 상기 케이지에서 회전될 수 있다. 본 발명에 의하면, 드론 장치에 지상에 위치한 볼을 차거나 밀어 드리블을 할 수 있는 킥부가 배치됨에 따라 지상에서 축구와 같이 볼을 이용한 스포츠를 즐길 수 있는 효과가 있다.",10-2019-0039390,전주대학교 산학협력단,"B64C-039/02,B64D-045/00,B64D-047/00,F16H-001/04"
0,20200424,드론 스포츠용 드론 장치,"본 발명은 드론 스포츠용 드론 장치에 관한 것으로, 본 발명의 일 실시예에 따른 드론 스포츠용 드론 장치는, 비행할 수 있게 하나 이상의 프로펠러를 포함하여 구동하는 구동부; 상기 구동부가 보호하기 위해 상기 구동부를 감싸도록 형성된 케이지; 상기 케이지의 외측면에 배치되고, 외부 물체와의 접촉을 감지하는 접촉 감지부; 하나 이상의 색의 광을 방출하는 발광부; 상기 외부 장치와 통신하는 통신부; 및 상기 접촉 감지부에서 감지된 신호에 따라 상기 발광부, 통신부를 제어하는 제어부를 포함할 수 있다. 본 발명에 의하면, 드론 장치에 다수의 접촉 감지부가 배치됨에 따라 접촉 감지부에서 접촉된 것을 감지하여, 드론 장치들 간의 경합이 있을 때, 드론 장치들 간의 접촉이 있거나 외부에 접촉된 것을 감지하여 접촉 여부에 대해 감지할 수 있는 효과가 있다.",10-2019-0023379,전주대학교 산학협력단,"B64C-039/02,A63F-009/14,B64D-045/00,B64D-047/02,F21V-023/04"
0,20190905,드론 적재함,"본 개시내용은 드론 적재함에 대한 것으로, 보다 상세하게는 기울기를 이용하여 내부에 수용되는 물건을 효율적으로 떨어뜨릴 수 있는 드론 적재함에 대한 것이다.  본 개시내용의 일 실시예에 따른 드론 적재함은, 물건을 수용할 수 있는 하우징(10)과, 상기 하우징의 일측면 상부에 설치되는 복수의 투입부(20)와, 상기 투입부(20)에서 투입되는 물건을 적재할 수 있는 적재대(30)와, 상기 적재대(30)의 일단에 설치되며 상기 투입부(20)에서 투입되는 물건이 하우징(10) 외부로 배출되지 않도록 고정시키는 1차개폐부(40)와, 상기 적재대(30)에 적재되는 물건을 하우징(10) 하부로 배출시키기 위하여 상기 1차개폐부(40)를 개폐시키는 구동모터(50)와, 상기 하우징(10)의 일측면에 설치되어 물건이 배출되는 것을 방지하는 2차개폐부(60)와, 상기 하우징(10)의 상부에 설치되며, 비행물체와 결합할 수 있는 결합부(70)를 포함한다.",10-2018-0148449,"박진홍,용석우","B64D-001/02,B64C-039/02,B65D-025/04,B65G-013/00"
0,20180914,드론 게임 시스템,"드론 게임 시스템이 개시된다.  본 발명은 레이싱 서킷에서 센서 및 엘이디(LED)를 이용하여, 드론이 움직일 코스 및 최종 목적지를 설정함으로써, 레이싱 서킷의 구조 변경 없이도 다양한 코스를 통해 드론 비행 연습 및 레이싱이 가능하도록 한다.",10-2017-0092205,(주)프리뉴,"A63K-001/00,A63H-018/02,B64C-039/02,B64D-047/08"
0,20190116,드론 컨트롤러,"본 발명은 드론이 이동하거나 회전하는 것을 조작 가능한 드론 컨트롤러에 관한 것이다.  본 발명에 의하면, 내부에 공간이 구비되는 본체, 상기 본체의 내부 공간에 배치되고, 제어 신호를 처리하는 기판, 상기 기판에 배치되고, 내부 저항과 연결된 돌기가 상기 본체의 길이 방향으로 슬라이드 됨에 따라 저항값이 변화하는 슬라이드 가변 저항, 상기 본체에 상하 방향으로 슬라이드 가능하게 연결되고, 상기 슬라이드 가변 저항의 돌기와 연결되는 레버 슬라이드 가이드, 및 상기 레버 슬라이드 가이드에 피봇 운동 가능하게 연결되는 레버를 포함하고, 상기 레버가 상기 레버 슬라이드 가이드에 대하여 피봇 운동됨에 따라 드론이 수평 방향으로 이동될 수 있도록 조작되고, 상기 레버 슬라이드 가이드가 상하로 이동됨에 따라, 상기 슬라이드 가변 저항의 저항값이 달라지며, 상기 슬라이드 가변저항의 저항값의 변화에 따라 드론이 수직 방향으로 이동될 수 있도록 조작되는 드론 컨트롤러가 개시된다.",10-2016-0114468,홍유정,"G05G-001/04,G05F-001/63,G05G-001/10"
0,20160826,드론 컨트롤러,"본 발명은 드론이 이동하거나 회전하는 것을 조작 가능한 드론 컨트롤러에 관한 것이다.  본 발명에 의하면, 드론의 움직임을 조작 가능한 드론 컨트롤러에 있어서, 본체, 및 상기 본체에 피봇 운동 가능하고, 또한 상하 이동 가능하게 연결되는 레버를 포함하며, 상기 레버의 피봇 운동에 의해 상기 드론은 평면 방향으로 이동되도록 조작되고, 상기 레버의 상하 이동에 의해 상기 드론은 수직 방향으로 이동되도록 조작되는 드론 컨트롤러를 개시한다.",10-2015-0125489,홍유정,"G05D-001/00,B64C-039/02"
0,20170320,드론 배송함,"본 발명은 드론 배송함에 관한 것으로, 보다 상세하게는 드론이 물품 배송시 투하한 물품을 보관하는 무인 배송함에 관한 것이다.  본 발명은 배송 물품이 보관되는 몸체(100); 상기 몸체(100)의 상부면에 형성되며 드론 배송함의 고유 식별부호가 표시된 인식마크(400); 상기 몸체(100)의 상부면에 형성되어 배송 물품이 투입되는 투입 통로를 개폐하는 투입도어; 및 상기 몸체(100)의 외부로부터 상기 몸체(100)의 내부에 위치하는 배송 물품에 접근할 수 있는 통로를 개폐하는 입출도어(300);를 포함하는 것을 특징으로 한다.",10-2015-0050810,"허영철,이병철,이청주,정용하","A47G-029/12,B64C-039/02,B65D-025/00,B65D-085/00"
