,issueDate,patentTitle,abstract,patentNumber,applicants,ipcInfo
0,20180920,인공지능 모듈형 복합센서,"본 발명은 지능형 복합센서와 관련된 것으로서, 보다 구체적으로는 다양한 환경에 대한 정보를 사용자의 선택에 따라 측정하고 활용할 수 있도록 하는 모듈형 복합센서에 관한 것이며, 두 개 이상의 모듈부가 선택적으로 장착될 수 있는 모듈장착부와, 상기 모듈장착부에 장착된 모듈부를 식별하며 설치된 환경에 대한 감지신호를 통하여 화재 및 재실 판단을 수행하는 컨트롤러를 포함하는 모듈형 복합센서를 제공한다.",10-2018-0051210,동양비엠에스(주),"G08B-021/18,G08B-017/06,G08B-021/10"
0,20191030,인공지능 기반 부품 검색 시스템,"인공지능 기반 부품 검색 시스템이 개시된다. 일 실시 예에 따른 인공지능 기반 부품 검색 시스템은, 부품정보를 알고자 하는 부품 이미지를 촬영하거나 촬영된 부품 이미지를 획득하여 촬영 부품 이미지와 함께 부품 검색을 요청하는 클라이언트와, 인공지능 기반 기계학습을 통해 다수의 부품 이미지 학습모델을 생성 및 저장하는 학습모델 관리장치와, 클라이언트로부터 부품 검색요청을 수신하면 학습모델 관리장치에 저장된 학습모델에서 촬영 부품 이미지와 매칭되는 부품 이미지를 검색하여 검색된 부품 이미지와 해당 부품 명을 포함한 검색결과를 클라이언트에 제공하는 이미지 검색장치를 포함한다.",10-2018-0028044,주식회사 코난테크놀로지,"G06F-016/00,G06N-003/08,G06Q-030/06,G06T-007/11"
0,20191008,인공지능 이용한 이동 로봇 및 이동 로봇의 제어방법,"본 발명에 따른 인공지능을 이용한 이동 로봇은, 본체를 이동시키는 주행부; 주행 중 주변의 물건을 감지하는 센싱부; 정보를 입력받거나 수신하고, 정보를 출력하거나 송신하는 커뮤니케이션 모듈; 및 상기 커뮤니케이션 모듈로부터 입력되거나 수신한 구역 정보에 의해 특정되는 구역을 주행하며 물건을 탐색하게 제어하고, 감지한 발견물의 식별 정보 및 위치 정보를 상기 커뮤니케이션 모듈을 통해 출력하거나 송신하게 제어하는 제어부를 포함한다.  본 발명에 따른 이동 로봇의 제어방법은, 주행을 위한 구역 정보를 입력 받는 입력 단계; 상기 구역 정보에 의해 특정되는 구역을 주행하며 물건을 탐색하는 주행 단계; 및 상기 주행 단계에서 감지한 발견물의 식별 정보 및 위치 정보를 출력하는 출력 단계를 포함한다.",10-2017-0122783,엘지전자 주식회사,"B25J-011/00,A47L-009/28,B25J-019/04,B25J-005/00,B25J-009/16"
0,20180202,인공지능 콜센터 서버,"인공지능 콜센터 서버가 제공되며, 고객 단말로부터 발신 호(Call)가 수신되고, 고객 단말로부터 상담 내용을 수신하는 경우, 수신된 상담 내용인 음성을 실시간으로 텍스트로 변환하도록 제어하고, 상담 내용으로부터 생성된 답변 텍스트를 수신하여 음성으로 변환하도록 제어하고, 생성된 음성 답변을 고객 단말로 실시간으로 전송하는 실시간 텍스트 변환 모듈인 RTM(Real-Time Text Middleware), RTM으로부터 음성을 실시간으로 텍스트로 변환하도록 제어하는 명령을 수신하면, 음성을 텍스트로 변환하는 모듈인 STT(Speech To Text), STT로부터 변환된 텍스트에 대응하는 상담 내용에 대한 답변을 텍스트로 RTM으로 전송하는 챗봇(ChatBot), 및 챗봇으로부터 RTM을 경유하여 수신된 답변 텍스트를 수신하고, RTM으로부터 답변 텍스트를 수신하여 음성으로 변환하도록 제어하는 명령을 수신하면, 답변 텍스트를 음성으로 실시간으로 변환하는 TTS(Text To Speech)를 포함하는 모듈인 IVR(Interactive Voice Response)를 포함한다.",10-2017-0071905,윤준호,"H04M-003/51,G10L-013/08,G10L-015/26"
0,20181107,인공지능 기반의 데이터 처리 시스템,"본 발명에 따른 인공지능 기반의 데이터 처리 시스템은,  유저로부터 이름정보 및 성별정보를 포함하는 유저기본정보를 입력받는 유저정보입력모듈;  사업자로부터 사업자정보를 포함하는 사업자기본정보를 입력받는 사업자정보입력모듈;  어플리케이션, 위젯, GPS서비스 중 적어도 어느 하나를 포함하는 서비스플랫폼에 대한 상기 유저의 사용데이터를 저장하는 사용데이터수집모듈;  상기 사용데이터를 분석하여 상기 유저에 대한 유저정보데이터를 생성하는 유저분석모듈;  상기 유저기본정보 및 상기 유저정보데이터를 통합한 유저통합데이터를 생성하는 통합데이터생성모듈;  상기 유저통합데이터를 상기 사업자에게 제공하는 유저정보제공모듈;을 포함하는 것을 특징으로 한다.",10-2016-0156853,"김종우,백종윤","G06N-005/04,G06Q-050/10"
0,20180323,인공지능 스마트 플러그,"본 발명은 사용자 단말과의 비콘 신호 송수신을 통해 플러그 각 단자에 연결된 전기 기구를 자동 제어할 뿐만 아니라 사용자 행동 패턴에 따른 각 단자에 대한 온 오프를 수행하는 인공지능 스마트 플러그에 관한 것이다.  본 발명의 인공지능 스마트 플러그는 사용자의 위치(출입과 퇴실)를 사용자 단말기와의 비콘 송수신으로 감지하여 플러그 단자에 삽입된 전기 기기의 전원을 자동으로 차단시킬 수 있다. 또한, 본 발명의 인공지능 스마트 플러그는 시간대별 온도, 습도 등에 따른 사용자의 전기기구 사용을 패턴화하여 전기 기기의 온 오프를 자동으로 수행할 수 있다.  또한, 본 발명의 인공지능 스마트 플러그는 대부분의 가정이나 회사에 인입되어 있는 통신선(LAN)과 와이파이 모듈을 이용하므로 종래 대기전력 차단용 플러그에 비해 단순한 구조를 가지면서도 보다 저전력으로 대기전력을 차단할 수 있다.",10-2016-0117146,정기섭,"H01R-013/70,H01R-013/66,H01R-013/703"
0,20141202,인공지능 포터블 석션기,"석션기는 구동부, 입력부, 센서부, 튜브부, 제어부 및 저장부를 포함한다.상기 구동부는 하부에 위치하여 주기적으로 펌핑하고, 상기 입력부는 전면에 위치하여 제어를 위한 설정값을 입력하고, 상기 센서부는 환자의 호흡상태를 측정하고, 상기 튜브부는 환자의 신체 내부에서 흡입되는 이물질이 이동하고, 상기 제어부는 상기 입력부와 상기 센서부로부터 각각 설정값 및 측정결과들을 전송 받아 상기 구동부를 제어하고, 상기 저장부는 이물질을 흡입 및 저장하고 식염수를 저장 및 공급한다.",10-2014-0023969,연세대학교 원주산학협력단,"A61M-001/00,A61B-005/08,A61M-016/04,A61M-025/01"
0,20200907,인공지능 냉장고,"본 발명은 인공지능 냉장고에 관한 것이다. 일 측면에 따른 인공지능 냉장고는, 저장부를 형성하는 내벽을 가지는 본체; 상기 저장부에 수납되는 식품의 영상을 인식하기 위한 인식장치; 상기 인식장치에 의해서 인식된 식품의 제1영상정보 및 제2영상정보를 저장하는 메모리; 상기 내벽에 구비되어 냉기를 토출하는 토출구; 상기 토출구에서의 냉기 유동을 조절하는 냉기 조절부; 및 상기 제1영상정보와 제2영상정보의 차영상 정보를 이용하여, 상기 저장부 내에서의 식품이 입고된 위치를 판단하고, 판단된 위치에 따라 상기 냉기 조절부를 제어하는 제어부를 포함한다.",10-2013-0121791,엘지전자 주식회사,"F25D-029/00,F25D-017/08,F25D-023/00"
0,20141020,인공지능 조명 돔 카메라,"본 발명은 디지털카메라에서 촬영된 선명한 디지털신호를 그대로 엘씨디 모디터에 출력할 수 있도록 구현된 풀 디지털 멀티 디브알 인터폰에 관한 것이다.  그러나, 종래의 인터폰은 단순히 방문자가 방문하여 부저를 눌렀을때 방문자를 촬영하여 본체의 모니터를 통해 보여주는 기능을 갖고 있기 때문에 사용자가 부재중일때 방문한 사람에 대해서는 사용자가 전혀 알 수가 없었으며, 아날로그 카메라가 사용되어 화질이 열악한 문제점이 있는 바, 이를 개선하기 위해 본 발명은 주변의 조도가 일정 이하인 경우 전기적 신호를 발생하는 조도센서를 포함하는 센서부와, 상기 조도센서의 전기적 센서가 전달되면 점등하는 적외선 엘이디와, 상기 센서부의 전기적 신호에 따라 주변을 촬영하는 디지털카메라를 포함하는 돔 카메라에 있어서, 상기 돔 카메라의 내측에 구비된 센서부에는 방문자가 접근한 경우 전기적 신호를 발생하는 인체감지센서가 더 구비되고, 제어부에서는 상기 인체감지센서의 전기적 신호가 전달되면 방문자를 선명하게 식별할 수 있도록 화이트 엘이디를 점등하고, 상기 디지털카메라에서 촬영된 영상신호는 저전압 차분 신호방식 송신칩 (LVDS TX chip)을 통해 디지털신호로 출력되거나, 또는 디에이컨버터(DA Convertor)를 통해 아날로그 신호로 출력되되, 상기 디지털카메라에서 촬영된 디지털 영상신호는 저전압 차분 신호방식 수신칩 (LVDS RX chip)이 내장된 엘씨디(LCD)모니터 또는 디지털 저장장치에 전달되고, 아날로그 영상신호는 아날로그 모니터 또는 아날로그 저장장치에 전달하는 것을 특징으로 하는 인공지능 조명 돔 카메라를 제안한다.  따라서, 본 발명에 의한 풀 디지털 멀티 디브알 인터폰은 디지털카메라와 저전압 차분 신호방식 송신칩 (LVDS Tx chip)이 구비된 복수의 감시장치에서 촬영된 선명한 디지털영상을 아날로그 변환없이 직접 전송하고 집 또는 사무실의 내측의 인터폰 본체에 구비된 저 전압 차분 신호방식 수신칩(LVDS Rx chip)에서 수신하여 엘씨디모니터로 선명하게 출력할 수 있게 된다. 또한, 본 발명은 인터폰 본체에 구비된 저장부(DVR)에 일시 및 시간에 따라 분류된 촬영영상을 저장하고, 사용자가 필요한 시간에 선택하여 모니터로 출력할 수 있으며, 필요한 경우 USB메모리에 이동저장하여 다른 컴퓨터에서 확인할 수도 있다. 또한, 본 발명은 인터폰 본체에 별도의 통신모듈이 구비되어, 촬영된 영상을 외부감시장치 또는 휴대폰으로 전송함으로써 부재중에도 방문자 또는 무단침입자를 실시간으로 확인할 수 있는 효과가 있다.",10-2013-0047511,주식회사 네오콤,H04N-007/18
0,20121109,인공지능 자동 절전시스템,"본 발명은 인공지능 자동 절전시스템에 관한 것으로서, 보다 상세하게는, 매립형 콘센트와 이동형 멀티 콘센트에 전류감지기술을 적용하여 대기전력차단 및 과부하 차단을 통해 절전이 가능하고, 인체감지센서를 이용하여 콘센트 전원을 차단하고, 차단되는 시간을 선택할 수 있음은 물론 센서 분리시 메인 콘센트의 전원을 항상 ON으로 유지하고, 유선 및 무선통신을 통해 인체감지센서의 인체감지 여부를 판단할 수 있으며, 적외선센서 구동방식기술을 프리모드와 코드모드로 적용하여 소비자가 선택적으로 환경에 맞게 편리하게 변경하여 제어할 수 있고, 터치 IC를 적용하여 대기전력과 소비전력을 판단한 후 자동으로 콘센트의 전원이 차단된 다음에 수동으로 전원을 인가할 수 있으며, 바닥 매립형 콘센트의 경우 사출물의 각도를 주어 사용자가 전자제품 코드 결합시 편리성을 제공할 수 있고, 바닥 매립형 콘센트와, 벽 매립형 콘센트에 적용할 수 있음은 물론 이동형 멀티 콘센트에도 적용할 수 있으므로 그 사용 및 적용대상이 광범위한 효과가 있다.",10-2012-0060194,주식회사 웰바스,H02J-013/00
0,20121211,인공지능 로봇 안마장치,"본 발명은 다수의 관절로 이루어진 손가락 형태의 로봇 손을 통하여 사용자의 신체를 안마하도록 하며 안마와 함께 효과음과 향기를 발산하여 안마 효과를 높일 수 있도록 하는 인공지능 로봇 안마장치에 관한 것이다.  본 발명에 따른 인공지능 로봇 안마장치는 링크 구조로 연결되어 움직임이 가능한 적어도 두마디 이상의 손가락 관절(321)이 형성된 손가락(320)이 다수 형성되어 손가락(320) 움직임에 따라 사용자의 신체를 안마하는 로봇 손(300)과; 상기 로봇 손(300)의 손목 관절(310)을 회전 가능하게 결합하여, 로봇 손(300)의 위치를 이동시키는 다수의 관절이 형성된 로봇 팔(200)과; 상기 로봇 팔(200)의 어깨 관절(210)을 회전 가능하게 결합하여, 상기 로봇 팔(200)을 이동시켜 로봇 손(300)을 사용자의 안마 위치로 이동시킨 후 로봇 손(300)의 손가락(320) 움직임을 제어하여 안마 동작이 이루어질 수 있도록 제어하는 제어장치(110)가 구비된 몸체(100);를 포함하여 이루어져, 다수의 관절이 형성된 손가락 형태의 로봇 손을 통하여 사용자의 신체를 안마하도록 함으로써 사람의 손으로 안마하는 것과 같이 신체에 대한 세밀한 안마가 가능하다.",10-2010-0127367,김현겸,"A61H-007/00,A61H-023/02,B25J-018/00"
0,20070620,인공지능 전등 제어 장치,"본 발명은 인공지능 전등 제어 장치에 관한 것으로, 특정 장소에 출입하는 차량이나 사람이 감지될 때마다 해당 장소에 설치된 전등을 점등 혹은 소등 제어하면서 차량이나 사람이 빈번하게 출입하는 미리 설정된 특정 점등 시간에는 차량이나 사람의 감지 여부와 상관없이 해당 장소에 설치된 전등을 점등 제어한다.  본 발명에 의하면 차량이나 사람의 출입이 빈번한 특정 점등 시간에 해당 장소의 전등을 차량이나 사람의 감지 여부와 상관없이 점등 제어할 수 있으므로, 종래에 차량이나 사람의 출입이 빈번한 특정 시간에 해당 장소에 출입하는 차량이나 사람이 감지될 때마다 해당 장소에 설치된 전등을 점등 혹은 소등 제어함에 따라서 발생하는 전등의 내구성 저하 단점뿐만 아니라, 이로 인해 전등의 유지 보수 혹은 교체 등에 소요되는 비용이 증가하는 단점을 모두 해소할 수 있다.",10-2006-0054823,류귀식,H05B-037/02
0,20070403,인공지능 가스경보기 및 경보방법,"본 발명은 가스의 노출시 센서저항의 저항치가 변하여 전압이 변하는 것을 제어부에서 인식하여 가스 누출을 경보하는 장치에 있어서, 센서저항을 교체 후 제어부(100)가 교체를 인식토록 세팅하는 세팅보턴(101) ; 세팅보턴(101)의 누름시 교체 센서저항(R23,R24))을 통해 인식한 입력전압(VIN)을 디지털 값으로 변환하여 비휘발성메모리인 이이피롬(103)에 저장하고, 이이피롬(103)에 저장한 입력전압(VIN)보다 가스 인식 가능토록 설정한 절대 전압차를 벗어나면 가스경보를 하는 제어부(100)를 포함하여 구성한 것을 특징으로 하는 인공지능 가스 경보기이다.",10-2004-0094382,주식회사 태멘시스템,G08B-021/16
0,20080102,인공지능 방범시스템,"본 발명은 방범과 신변 보호와 경비 지원 및 호출과 증거 자료 확보와 해당 세대 통보와 범인 검거를 위한 주차장 내의 안전에 관련된 인공 지능 방범 시스템에 관한 것이다.  본 발명은 사용자의 고유 코드를 출력하는 방법 근접 카드 스위치와; 자동차에 설치되어 사용자의 음성을 인식하여 고유 코드를 출력하는 음성 인식 근접 비상 스위치와; 상기 방범 근접 카드 스위치와 음성 인식 근접 비상 스위치로부터 각각 고유 코드를 수신하여 사용자의 위치를 파악하는 다수의 근접 이동 감지 센서와; 상기 근접 이동 감지 센서에 의하여 파악되는 사용자의 위치를 추적하여 상황을 촬영하는 다수의 카메라와; 차량의 입출을 통제하는 방범 차단기와; 상기 다수의 근접 이동 감지 센서를 통하여 사용자의 위급 상황이 감지되면, 상기 방범 차단기를 폐쇄하고, 상기 다수의 카메라에 의하여 촬영된 상황 정보를 다수의 경보 장치로 출력하면서 녹화하는 방범 호스트를 포함하는 것을 특징으로 하는 인공 지능 방범 시스템을 제공한다.",10-2002-0051115,김정구,G08B-013/18
0,20020502,인공지능 안정기,"본 발명은 형광등에 이상이 발생하여 형광등내의 필라멘트에 공급되는 전류량이 과다하게 상승하는 것을 감지하여 형광등에 공급되는 전원을 자동으로 차단하도록 한 인공지능 안정기에 관한 것이다.  본 발명의 특징은, 교류 입력전원의 노이즈를 제거하는 필터부와, 교류 입력전원을 직류화하는 정류 및 평활부와, 형광등에 정류된 직류형태의 입력전원이 공급되는 것을 스위칭하는 인버터와, 형광등에 공급되는 전압에 의해 인버터의 스위칭동작을 제어하는 발진부를 포함하는 형광등용 안정기에 있어서: 형광등의 입력단에 설치된 공진용 트랜스포머의 2차 권선에 유기된 측정전압이 기 설정된 제1 기준전압을 초과하는 경우에만 발진부에서 인버터에 공급되는 스위칭전압을 유지시켜 인버터의 스위칭동작을 발생시키는 안정화부와; 형광등의 입력단에 설치된 공진용 트랜스포머의 2차 권선에 유기된 측정전압이 제1 기준전압보다 높은 기 설정된 제2 기준전압을 초과하는 경우에 측정전압을 그라운드전위로 다운시켜 인버터의 스위칭동작을 차단시키는 보호부를 포함하는 점에 있다.  본 발명은 형광등에 고장이 발생하여 형광등내의 필라멘트에 과전압이 공급되면, 이를 감지하여 입력전원이 형광등으로 공급되는 것을 자동으로 차단함으로써, 형광등 및 기타 주변회로의 오동작 및 파괴현상을 방지할 수 있어 안정기의 신뢰성이 향상되는 이점이 있다.",10-2000-0010077,(주)중앙 엔룩스,H05B-041/14
0,20200903,인공지능 기반의 보험금 부당청구 및 부당패턴 탐지 장치 및 방법,"본원의 일 실시예에 따른 인공지능 기반 보험금 부당청구 및 부당패턴 탐지 장치는, 보험청구 내역 데이터를 정형화하여 특질 변수를 도출하는 데이터 전처리부, 상기 특질 변수를 입력으로 하는 이상 탐지 알고리즘에 기초하여 탐지된 이상 군집으로부터 정상 패턴 및 부당 패턴을 검출하는 이상치 탐지부, 상기 정상 패턴 및 부당 패턴을 입력으로 하는 비지도 학습을 수행하여, 부당청구의 신규 패턴을 탐지하는 신규 패턴 분류부, 상기 부당청구의 신규 패턴 및 기 분류된 보험 청구 패턴을 입력으로 하는 지도 학습 기반의 패턴 판별 모델을 구축하여 신규 부당청구의 패턴을 탐지하는 신규 패턴 탐지부 및 상기 특질 변수 및 정상 청구 데이터를 입력으로 하는 지도 학습 기반의 부당청구 탐지 모델을 구축하여 신규 보험청구 내역의 부당 여부를 판단하는 부당청구 판단부를 포함할 수 있다.",10-2020-0030094,(주)위세아이텍,"G06Q-010/10,G06N-003/02,G06Q-040/08"
